Measurenent,Id_sensor,Number_data,Temperature,Humidity,Soil_humidity,Rssi
141,2,71,20.1,93.0,0.0,-93
142,1,71,21.9,94.0,0.0,-84
143,1,72,21.5,94.0,0.0,-83
144,2,72,19.9,93.0,0.0,-92
145,1,73,21.3,94.0,0.0,-85
146,2,73,20.1,93.0,0.0,-88
147,1,74,21.3,94.0,0.0,-89
148,2,74,20.1,93.0,0.0,-101
149,1,75,21.1,94.0,0.0,-86
150,2,75,20.7,93.0,0.0,-89
151,2,76,20.1,93.0,0.0,-96
152,1,76,21.3,94.0,0.0,-84
153,1,77,21.1,94.0,0.0,-86
154,2,77,20.0,93.0,0.0,-99
155,1,78,21.2,94.0,0.0,-85
156,2,78,20.2,93.0,0.0,-97
157,1,79,21.3,94.0,0.0,-85
158,2,79,20.0,93.0,0.0,-97
159,1,80,21.2,94.0,0.0,-85
160,2,80,19.5,93.0,0.0,-99
161,1,81,21.0,94.0,0.0,-85
162,2,81,19.5,93.0,0.0,-99
163,1,82,21.2,94.0,0.0,-85
164,2,82,19.3,93.0,0.0,-99
165,2,83,19.3,93.0,0.0,-100
166,1,83,21.2,94.0,0.0,-85
167,1,84,21.2,94.0,0.0,-84
168,2,84,19.4,93.0,0.0,-99
169,1,85,21.3,94.0,0.0,-84
170,2,85,19.5,93.0,0.0,-101
171,1,86,22.1,95.0,0.0,-84
172,2,86,19.8,93.0,0.0,-98
173,1,87,23.6,91.0,0.0,-84
174,2,87,21.3,94.0,0.0,-97
175,2,88,21.7,94.0,0.0,-95
176,1,88,24.5,86.0,0.0,-84
177,1,89,26.0,82.0,0.0,-85
178,2,89,23.1,91.0,0.0,-97
179,2,90,24.9,86.0,0.0,-96
180,1,90,27.4,78.0,0.0,-84
181,1,91,29.6,73.0,0.0,-84
182,2,91,26.0,84.0,0.0,-98
183,1,92,32.1,62.0,0.0,-83
184,2,92,27.5,77.0,0.0,-96
185,1,93,33.7,57.0,0.0,-84
186,2,93,28.3,72.0,0.0,-97
187,2,94,31.2,67.0,0.0,-95
188,1,94,35.6,50.0,0.0,-87
189,1,95,40.5,39.0,0.0,-93
190,2,95,33.1,62.0,0.0,-93
191,2,96,33.1,61.0,0.0,-93
192,1,96,42.0,36.0,0.0,-86
