Measurenent,Id_sensor,Number_data,Temperature,Humidity,Soil_humidity,Rssi
10,1,5,35.9,51.0,23.415900000000008,-62
11,2,6,27.7,69.0,15.806599999999996,-72
12,1,6,32.6,59.0,27.73470000000001,-60
13,2,7,26.0,77.0,10.246100000000006,-74
14,1,7,30.6,65.0,20.398399999999995,-61
15,2,8,24.8,80.0,9.753000000000005,-74
16,1,8,29.7,67.0,16.522699999999997,-63
17,2,9,25.8,77.0,11.208800000000005,-77
18,1,9,30.0,68.0,16.812799999999996,-62
19,2,10,26.3,77.0,10.305400000000004,-72
20,1,10,29.9,67.0,16.161899999999996,-61
21,2,11,24.8,83.0,9.027500000000005,-72
22,1,11,28.1,73.0,14.996099999999997,-62
23,2,12,24.2,84.0,8.189100000000003,-72
24,1,12,26.9,77.0,10.929800000000006,-64
25,2,13,23.8,86.0,7.860499999999998,-69
26,1,13,26.7,78.0,10.955100000000007,-65
27,2,14,23.6,86.0,9.463099999999999,-70
28,1,14,26.4,78.0,10.846000000000009,-65
29,2,15,24.0,85.0,8.255799999999999,-69
30,1,15,26.1,80.0,11.196400000000004,-64
31,2,16,23.6,89.0,9.184199999999999,-69
32,1,16,24.5,85.0,8.242400000000005,-64
33,2,17,22.1,95.0,28.959500000000006,-70
34,1,17,23.8,88.0,7.739499999999998,-63
35,2,18,21.9,94.0,13.648733333333315,-70
36,1,18,23.2,91.0,12.647899999999991,-64
37,2,19,21.2,94.0,14.050333333333324,-71
38,1,19,22.6,95.0,15.270233333333335,-64
39,2,20,20.9,93.0,16.408341666666658,-71
40,1,20,22.5,94.0,25.197950000000002,-64
41,2,21,21.0,94.0,15.48589999999999,-72
42,1,21,22.0,95.0,20.47539999999999,-63
43,2,22,20.3,93.0,16.854200000000002,-72
44,1,22,21.8,94.0,18.703633333333315,-63
45,2,23,20.2,93.0,17.083299999999998,-73
46,1,23,21.4,94.0,14.80629999999999,-63
47,2,24,20.6,93.0,15.414741666666664,-73
48,1,24,21.7,94.0,17.311299999999996,-63
49,2,25,20.8,93.0,16.77134166666666,-74
50,1,25,22.0,95.0,20.47539999999999,-63
51,2,26,20.7,93.0,15.460341666666663,-74
52,1,26,22.1,95.0,28.763400000000004,-63
53,2,27,21.2,94.0,14.050333333333324,-74
54,1,27,22.1,95.0,28.763400000000004,-63
55,2,28,21.3,94.0,14.18849999999999,-73
56,1,28,22.1,95.0,28.763400000000004,-63
57,2,29,21.1,94.0,14.575133333333325,-74
58,1,29,22.1,95.0,28.763400000000004,-62
59,2,30,20.8,93.0,16.77134166666666,-74
60,1,30,22.1,95.0,28.763400000000004,-63
61,2,31,20.2,93.0,17.083299999999998,-74
62,1,31,21.7,94.0,17.311299999999996,-62
63,2,32,20.2,93.0,17.083299999999998,-74
64,1,32,21.6,94.0,14.768200000000002,-62
65,2,33,19.7,93.0,15.8272,-72
66,1,33,21.1,94.0,14.379033333333325,-60
67,2,34,19.5,93.0,18.52089999999998,-74
68,1,34,21.0,94.0,15.289799999999989,-62
69,2,35,19.8,93.0,15.8272,-73
70,1,35,21.1,94.0,14.379033333333325,-61
71,2,36,19.8,93.0,15.8272,-74
72,1,36,21.1,94.0,14.379033333333325,-61
73,2,37,19.5,93.0,18.52089999999998,-75
74,1,37,21.0,94.0,15.289799999999989,-62
75,2,38,19.6,93.0,19.085499999999982,-76
76,1,38,21.1,94.0,14.379033333333325,-62
77,2,39,20.0,93.0,15.898600000000002,-75
78,1,39,20.9,93.0,16.21224166666666,-63
79,2,40,19.2,93.0,19.375299999999985,-75
80,1,40,21.0,94.0,15.289799999999989,-63
81,2,41,20.2,93.0,17.638599999999997,-76
82,1,41,22.1,95.0,28.763400000000004,-64
83,2,42,22.1,95.0,30.380500000000012,-76
84,1,42,24.0,93.0,7.277699999999997,-65
85,2,43,23.9,87.0,7.970799999999998,-73
86,1,43,25.7,86.0,8.812100000000006,-64
87,2,44,27.3,78.0,10.760300000000006,-73
88,1,44,29.0,78.0,11.8057,-65
89,2,45,31.7,65.0,26.92189999999999,-75
90,1,45,31.1,70.0,26.22410000000001,-64
91,2,46,34.1,62.0,27.17139999999999,-73
92,1,46,31.3,69.0,27.238700000000012,-64
93,2,47,35.2,58.0,30.95079999999999,-72
94,1,47,32.8,64.0,28.157700000000013,-64
95,2,48,34.8,58.0,34.14,-76
96,1,48,33.8,58.0,37.69,-64
97,2,49,38.0,43.0,27.17,-74
98,1,49,39.7,45.0,30.25,-64
99,2,50,40.8,44.0,26.879700000000003,-70
100,1,50,39.1,42.0,17.34,-65
101,2,51,37.3,41.0,14.197799999999987,-70
102,1,51,41.7,37.0,18.19,-64
103,2,52,35.8,45.0,24.536000000000005,-70
104,1,52,41.3,33.0,13.72,-64
105,2,53,34.4,48.0,25.577300000000005,-71
106,1,53,39.8,39.0,12.52,-63
107,2,54,34.2,48.0,27.655599999999996,-76
108,1,54,44.8,30.0,10.6,-67
109,2,55,35.8,45.0,30.87230000000001,-78
110,1,55,41.4,33.0,6.32,-66
111,2,56,31.6,56.0,26.4452,-74
112,1,56,37.6,40.0,4.05,-62
113,2,57,34.4,48.0,25.577300000000005,-71
114,1,57,42.6,34.0,14.678200000000006,-64
115,2,58,37.1,44.0,25.35750000000001,-68
116,1,58,41.8,33.0,10.718,-59
117,2,59,28.6,65.0,16.935199999999988,-67
118,1,59,27.5,72.0,15.521999999999998,-59
119,2,60,23.9,83.0,9.250700000000002,-67
120,1,60,26.3,78.0,10.846000000000009,-57
121,2,61,23.6,86.0,9.463099999999999,-71
122,1,61,25.6,79.0,10.702200000000007,-67
123,2,62,23.4,87.0,11.144299999999994,-73
124,1,62,26.3,83.0,10.41710000000001,-67
125,2,63,23.5,89.0,10.881399999999994,-75
126,1,63,25.6,84.0,9.505700000000008,-67
127,2,64,23.4,90.0,12.27309999999999,-74
128,1,64,24.8,87.0,8.298400000000003,-68
129,2,65,23.2,90.0,12.129099999999994,-75
130,1,65,24.2,89.0,7.3761,-67
131,2,66,22.3,92.0,15.250900000000003,-74
132,1,66,23.9,91.0,7.320999999999998,-66
133,2,67,22.2,93.0,29.111099999999993,-74
134,1,67,23.7,92.0,7.998899999999997,-64
135,2,68,22.5,92.0,28.931833333333316,-76
136,1,68,23.9,91.0,7.320999999999998,-64
137,2,69,22.1,95.0,28.763400000000004,-67
138,1,69,23.6,93.0,7.924499999999996,-64
139,2,70,21.9,94.0,13.648733333333315,-72
140,1,70,23.6,93.0,7.924499999999996,-64
141,2,71,21.8,94.0,18.899733333333312,-74
142,1,71,23.5,93.0,8.572499999999996,-64
143,2,72,22.2,95.0,35.42090000000002,-75
144,1,72,23.6,94.0,6.8646999999999965,-64
145,2,73,22.3,95.0,18.108625000000007,-74
146,1,73,23.6,94.0,6.8646999999999965,-64
147,2,74,22.3,94.0,16.530100000000004,-71
148,1,74,23.1,94.0,7.081899999999999,-65
149,2,75,22.2,95.0,35.42090000000002,-72
150,1,75,22.7,95.0,15.24129999999999,-66
151,2,76,21.8,94.0,18.899733333333312,-73
152,1,76,23.2,94.0,7.081899999999999,-65
153,2,77,21.8,93.0,18.585233333333317,-68
154,1,77,22.9,95.0,8.840233333333332,-68
155,2,78,21.8,94.0,18.899733333333312,-74
156,1,78,22.7,95.0,15.24129999999999,-67
157,2,79,21.2,94.0,14.050333333333324,-72
158,1,79,21.9,94.0,13.452633333333313,-67
159,2,80,20.5,93.0,16.15909166666667,-75
160,1,80,21.6,94.0,14.768200000000002,-67
161,2,81,20.5,93.0,16.714391666666668,-76
162,1,81,21.4,94.0,14.80629999999999,-66
163,2,82,20.3,93.0,19.391599999999997,-78
164,1,82,21.2,94.0,13.854233333333324,-67
165,2,83,20.1,93.0,16.6617,-76
166,1,83,21.0,94.0,15.289799999999989,-67
167,2,84,19.7,93.0,16.3825,-76
168,1,84,20.8,93.0,16.57524166666666,-68
169,2,85,19.5,93.0,19.076199999999982,-76
170,1,85,20.9,93.0,16.21224166666666,-67
171,2,86,19.6,93.0,19.085499999999982,-76
172,1,86,20.8,93.0,16.57524166666666,-67
173,2,87,19.5,93.0,18.52089999999998,-75
174,1,87,21.0,94.0,15.289799999999989,-68
175,2,88,19.3,93.0,19.076199999999982,-76
176,1,88,21.0,94.0,15.289799999999989,-67
177,2,89,20.1,93.0,16.6617,-76
178,1,89,21.6,94.0,14.768200000000002,-67
179,2,90,21.4,94.0,15.45839999999999,-76
180,1,90,22.4,95.0,47.533756666666676,-66
181,2,91,22.5,91.0,26.78133333333332,-76
182,1,91,23.5,90.0,12.610299999999993,-67
183,2,92,23.0,92.0,12.3135,-75
184,1,92,24.1,89.0,7.2961,-67
185,2,93,24.1,86.0,8.107600000000001,-76
186,1,93,24.7,87.0,8.298400000000003,-67
187,2,94,23.9,88.0,7.601599999999998,-73
188,1,94,26.1,84.0,10.04020000000001,-68
189,2,95,24.3,85.0,7.799100000000002,-74
190,1,95,27.3,80.0,11.674500000000005,-66
191,2,96,25.4,78.0,9.797400000000007,-73
192,1,96,27.8,77.0,11.449600000000006,-65
1,1,1,30.1,68.0,19.66479999999999,-86
2,2,1,28.3,71.0,18.0469,-89
3,1,2,30.1,65.0,20.550599999999996,-78
4,2,2,28.2,72.0,17.343000000000004,-90
5,2,3,26.8,74.0,13.434700000000003,-87
6,1,3,32.1,59.0,34.03189999999999,-78
7,2,4,26.8,74.0,14.3735,-89
8,1,4,31.0,63.0,28.07909999999999,-79
9,1,5,29.2,67.0,18.146499999999993,-78
10,2,5,24.9,78.0,12.416799999999999,-89
11,2,6,26.0,78.0,12.810800000000002,-89
12,1,6,29.5,68.0,18.4274,-78
13,1,7,28.9,70.0,16.81929999999999,-80
14,2,7,25.1,79.0,11.3244,-87
15,1,8,32.0,64.0,33.1124,-77
16,2,8,27.2,76.0,13.467600000000003,-88
17,1,9,31.4,63.0,32.83659999999998,-79
18,2,9,27.1,71.0,17.531099999999995,-88
19,1,10,31.1,67.0,30.16720000000001,-77
20,2,10,26.9,77.0,12.740000000000002,-89
21,2,11,26.5,78.0,12.292400000000002,-90
22,1,11,31.2,67.0,32.35039999999998,-79
23,1,12,29.7,69.0,18.897199999999998,-78
24,2,12,26.7,78.0,12.898700000000005,-91
25,2,13,24.2,87.0,16.472100000000008,-94
26,1,13,27.1,77.0,12.213700000000006,-79
27,1,14,25.7,81.0,12.806200000000008,-79
28,2,14,24.1,88.0,13.239600000000005,-93
29,1,15,24.4,87.0,12.104700000000006,-79
30,2,15,23.6,89.0,12.2,-95
31,1,16,23.9,89.0,11.9,-80
32,2,16,23.0,90.0,25.4,-98
33,1,17,23.5,91.0,26.3,-81
34,2,17,22.3,94.0,43.7,-99
35,1,18,23.1,93.0,47.4,-81
36,2,18,22.3,93.0,56.2,-97
37,1,19,22.8,92.0,57.3,-79
38,2,19,21.4,94.0,77.59,-94
39,2,20,21.5,93.0,77.25,-94
40,1,20,22.4,94.0,76.06,-82
41,2,21,20.8,93.0,75.91,-96
42,1,21,22.1,95.0,69.29,-83
43,1,22,22.1,95.0,66.6,-86
44,2,22,20.7,93.0,64.67,-93
45,2,23,20.8,93.0,62.81,-91
46,1,23,22.2,94.0,58.56,-91
47,1,24,22.0,94.0,56.65,-88
48,2,24,20.3,93.0,54.74,-89
49,1,25,21.5,94.0,48.95,-89
50,2,25,20.3,93.0,48.6,-88
51,2,26,19.9,93.0,48.09,-88
52,1,26,21.2,94.0,47.89,-95
53,2,27,19.4,93.0,47.39,-88
54,1,27,21.1,94.0,41.98,-93
55,2,28,19.0,93.0,41.14,-88
56,1,28,20.6,93.0,36.49,-96
57,2,29,19.2,93.0,35.21,-87
58,1,29,20.5,93.0,29.96,-95
59,1,30,20.5,93.0,29.31,-95
60,2,30,19.0,93.0,24.37,-86
61,2,31,19.3,93.0,23.37,-86
62,1,31,20.4,93.0,23.3,-92
63,2,32,19.1,93.0,16.99,-86
64,1,32,20.1,93.0,15.97,-95
65,2,33,18.7,93.0,14.67,-87
66,1,33,20.1,93.0,14.55,-97
67,1,34,20.4,93.0,13.64,-97
68,2,34,18.9,93.0,12.48,-86
69,2,35,18.7,93.0,12.48,-87
70,1,35,20.0,93.0,11.16,-83
71,2,36,18.5,93.0,7.1,-87
72,1,36,19.8,93.0,5.2,-98
73,2,37,19.3,93.0,4.65,-87
74,1,37,20.5,93.0,3.72,-97
75,1,38,22.5,95.0,1.65,-89
76,2,38,20.6,93.0,22.831158333333335,-90
77,1,39,24.5,88.0,6.974900000000007,-85
78,2,39,22.2,95.0,50.941500000000026,-93
79,2,40,22.3,95.0,51.15609999999999,-96
80,1,40,26.1,83.0,8.354400000000007,-83
81,2,41,24.8,85.0,13.107100000000003,-93
82,1,41,28.6,77.0,7.078800000000006,-83
83,1,42,31.3,68.0,32.016099999999966,-82
84,2,42,27.5,75.0,16.052899999999998,-93
85,1,43,34.4,59.0,33.92299999999998,-79
86,2,43,32.4,68.0,28.794199999999986,-90
87,2,44,33.0,62.0,32.55899999999996,-88
88,1,44,38.1,52.0,38.29079999999998,-79
89,1,45,33.4,58.0,33.004,-80
90,2,45,28.6,69.0,18.154899999999994,-88
91,2,46,31.5,62.0,32.76929999999996,-86
92,1,46,38.0,47.0,29.27399999999999,-80
93,1,47,38.2,45.0,28.847199999999994,-80
94,2,47,32.1,61.0,32.27809999999996,-87
95,1,48,37.3,45.0,28.025099999999988,-80
96,2,48,31.0,62.0,28.620899999999978,-88
97,2,49,29.4,66.0,16.273299999999995,-87
98,1,49,35.2,50.0,29.817200000000003,-86
99,1,50,39.2,42.0,26.775199999999987,-82
100,2,50,31.2,63.0,32.11949999999996,-88
101,1,51,42.5,37.0,19.845399999999984,-81
102,2,51,31.9,58.0,28.849099999999993,-89
103,1,52,40.7,38.0,19.524199999999986,-80
104,2,52,31.8,63.0,32.71039999999996,-88
105,1,53,37.8,44.0,28.42019999999999,-83
106,2,53,29.7,66.0,18.430999999999997,-88
107,1,54,34.7,52.0,30.42990000000001,-83
108,2,54,28.8,68.0,17.3634,-90
109,2,55,31.0,61.0,28.20799999999998,-88
110,1,55,38.9,42.0,26.158599999999993,-80
111,1,56,33.9,53.0,33.65950000000002,-81
112,2,56,28.1,70.0,17.344500000000004,-90
113,2,57,27.3,72.0,17.921899999999997,-88
114,1,57,32.0,59.0,33.55699999999998,-80
115,1,58,30.6,65.0,26.41519999999999,-79
116,2,58,26.5,78.0,13.856100000000001,-92
117,1,59,29.2,71.0,18.288399999999996,-79
118,2,59,26.7,79.0,18.070300000000003,-94
119,1,60,28.4,74.0,14.848399999999996,-79
120,2,60,26.2,82.0,17.48610000000001,-99
121,2,61,26.0,85.0,7.529500000000008,-84
122,1,61,27.8,77.0,11.013900000000005,-75
123,2,62,22.0,91.0,18.683633333333315,-77
124,1,62,22.1,90.0,22.684499999999993,-71
125,1,63,21.9,93.0,16.703633333333304,-77
126,2,63,21.4,92.0,18.306416666666664,-82
127,2,64,21.4,93.0,25.954849999999976,-85
128,1,64,21.9,94.0,39.01179523809525,-84
129,2,65,21.2,93.0,38.07969166666663,-89
130,1,65,21.3,94.0,21.85993333333333,-85
131,1,66,21.6,94.0,47.35389999999997,-99
132,2,66,21.0,94.0,37.18899333333331,-89
133,2,67,20.4,93.0,25.738139999999984,-91
134,1,67,21.9,93.0,51.35249999999996,-97
135,1,68,22.1,93.0,48.40799999999996,-101
136,2,68,20.0,93.0,24.325853333333335,-92
137,1,69,22.1,94.0,55.8625,-96
138,2,69,20.5,93.0,22.617124999999977,-86
139,2,70,20.3,93.0,13.154375000000014,-99
140,1,70,22.1,93.0,50.91259999999998,-88
141,2,71,20.1,93.0,27.451983333333324,-93
142,1,71,21.9,94.0,39.01179523809525,-84
143,1,72,21.5,94.0,27.5035,-83
144,2,72,19.9,93.0,24.25135333333333,-92
145,1,73,21.3,94.0,21.85993333333333,-85
146,2,73,20.1,93.0,44.375899999999994,-88
147,1,74,21.3,94.0,36.119333333333316,-89
148,2,74,20.1,93.0,11.261775000000009,-101
149,1,75,21.1,94.0,20.525333333333325,-86
150,2,75,20.7,93.0,42.453009999999956,-89
151,2,76,20.1,93.0,23.395041666666675,-96
152,1,76,21.3,94.0,17.57743333333333,-84
153,1,77,21.1,94.0,20.525333333333325,-86
154,2,77,20.0,93.0,10.581675000000011,-99
155,1,78,21.2,94.0,20.58126666666665,-85
156,2,78,20.2,93.0,14.816675000000016,-97
157,1,79,21.3,94.0,21.85993333333333,-85
158,2,79,20.0,93.0,12.379275000000009,-97
159,1,80,21.2,94.0,20.58126666666665,-85
160,2,80,19.5,93.0,10.767775000000011,-99
161,1,81,21.0,94.0,22.38079999999999,-85
162,2,81,19.5,93.0,10.767775000000011,-99
163,1,82,21.2,94.0,20.58126666666665,-85
164,2,82,19.3,93.0,10.767775000000011,-99
165,2,83,19.3,93.0,10.767775000000011,-100
166,1,83,21.2,94.0,20.58126666666665,-85
167,1,84,21.2,94.0,16.99943333333333,-84
168,2,84,19.4,93.0,10.767775000000011,-99
169,1,85,21.3,94.0,17.57743333333333,-84
170,2,85,19.5,93.0,10.767775000000011,-101
171,1,86,22.1,95.0,56.97169999999997,-84
172,2,86,19.8,93.0,9.612375000000009,-98
173,1,87,23.6,91.0,15.165199999999995,-84
174,2,87,21.3,94.0,35.666066666666616,-97
175,2,88,21.7,94.0,61.73106666666672,-95
176,1,88,24.5,86.0,6.865200000000007,-84
177,1,89,26.0,82.0,8.646600000000007,-85
178,2,89,23.1,91.0,22.415500000000016,-97
179,2,90,24.9,86.0,15.6864,-96
180,1,90,27.4,78.0,7.8776000000000055,-84
181,1,91,29.6,73.0,12.606399999999994,-84
182,2,91,26.0,84.0,17.186900000000012,-98
183,1,92,32.1,62.0,32.58169999999996,-83
184,2,92,27.5,77.0,18.444600000000005,-96
185,1,93,33.7,57.0,31.647900000000007,-84
186,2,93,28.3,72.0,19.85010000000001,-97
187,2,94,31.2,67.0,25.11329999999999,-95
188,1,94,35.6,50.0,32.643699999999995,-87
189,1,95,40.5,39.0,22.210699999999985,-93
190,2,95,33.1,62.0,23.304199999999994,-93
191,2,96,33.1,61.0,25.191499999999987,-93
192,1,96,42.0,36.0,19.292599999999986,-86
1,1,1,32.5,57.0,30.4163,-86
