Measurenent,Id_sensor,Number_data,Temperature,Humidity,Soil_humidity,Rssi
103,1,52,30.3,69.0,22.926,-75
104,2,52,21.4,94.0,52.44799999999999,-88
105,1,53,26.5,77.0,11.416,-76
106,1,54,26.6,81.0,10.416,-76
107,2,53,22.3,95.0,41.290000000000006,-89
108,1,55,26.5,83.0,8.815999999999999,-77
109,2,54,22.9,95.0,23.479999999999997,-78
110,1,56,25.8,81.0,8.815999999999999,-76
111,2,55,22.9,95.0,41.58,-97
112,2,56,22.5,95.0,25.852000000000004,-91
113,1,57,24.8,84.0,6.996,-75
114,1,58,24.5,86.0,4.996,-76
115,2,57,22.9,95.0,23.479999999999997,-78
116,1,59,24.4,87.0,5.396,-75
117,2,58,22.4,95.0,20.832,-99
118,1,60,24.1,88.0,5.396,-75
119,2,59,22.1,95.0,25.74,-79
120,1,61,24.1,89.0,3.6,-75
121,2,60,22.6,95.0,46.086,-81
122,2,61,22.4,95.0,20.832,-100
123,1,62,24.2,91.0,3.6,-75
124,1,63,24.1,91.0,3.6,-75
125,2,62,22.0,95.0,37.28,-81
126,2,63,22.2,95.0,20.832,-99
127,1,64,23.9,91.0,3.6,-75
128,1,65,23.7,92.0,3.6,-75
129,2,64,21.7,94.0,61.876,-94
130,1,66,23.7,92.0,3.6,-75
131,2,65,21.8,94.0,50.044,-93
132,1,67,23.6,93.0,3.6,-74
133,2,66,21.8,94.0,28.620000000000005,-91
134,1,68,23.4,93.0,3.6,-74
135,2,67,21.8,94.0,28.620000000000005,-91
136,2,68,21.3,94.0,39.37,-89
137,1,69,23.0,94.0,3.6,-74
138,1,70,22.9,95.0,3.6,-74
139,2,69,21.2,94.0,52.448,-88
140,2,70,21.1,94.0,51.11800000000001,-87
141,1,71,22.8,95.0,3.6,-74
142,1,72,22.9,95.0,3.6,-74
143,2,71,21.3,94.0,42.384,-86
144,2,72,21.3,94.0,42.384,-86
145,1,73,23.0,95.0,3.6,-74
146,2,73,21.3,94.0,42.384,-86
147,1,74,23.0,95.0,3.6,-74
148,2,74,21.1,94.0,52.448,-88
149,1,75,22.9,95.0,3.6,-74
150,2,75,21.4,94.0,42.384,-86
151,1,76,22.9,95.0,3.6,-74
152,2,76,21.4,94.0,45.662,-84
153,1,77,22.9,95.0,3.6,-74
154,2,77,21.2,94.0,41.662,-83
155,1,78,22.8,95.0,3.6,-75
156,2,78,20.8,93.0,15.012,-82
157,1,79,22.6,95.0,3.6,-75
158,1,80,22.7,95.0,13.66,-76
159,2,79,20.9,93.0,15.012,-82
160,1,81,23.6,94.0,3.6,-76
161,2,80,21.6,94.0,45.63,-83
162,2,81,22.8,95.0,12.081999999999999,-90
163,1,82,25.2,89.0,4.996,-76
164,2,82,24.5,93.0,10.684000000000001,-94
165,1,83,27.7,82.0,10.416,-78
166,1,84,29.9,75.0,16.066,-78
167,2,83,27.7,84.0,26.577999999999996,-98
168,2,84,29.0,81.0,16.894,-94
169,1,85,31.3,74.0,16.066,-77
170,1,86,31.4,68.0,22.317999999999994,-81
171,2,85,30.1,79.0,13.886,-79
172,2,86,32.6,68.0,28.887999999999998,-81
173,1,87,35.0,56.0,39.498000000000005,-81
174,2,87,32.4,66.0,28.889999999999997,-82
175,1,88,33.7,58.0,39.51200000000001,-82
176,2,88,31.7,68.0,28.887999999999998,-81
177,1,89,34.9,53.0,32.164,-79
178,2,89,34.6,60.0,41.75600000000001,-82
179,1,90,38.8,44.0,39.814,-81
180,2,90,37.7,52.0,42.982,-79
181,1,91,39.9,42.0,35.513999999999996,-79
182,2,91,43.1,39.0,36.006,-82
183,1,92,41.8,39.0,35.513999999999996,-81
184,2,92,38.1,49.0,35.513999999999996,-76
185,2,93,44.6,37.0,36.006,-82
186,1,93,38.0,42.0,35.513999999999996,-77
187,2,94,34.2,54.0,33.116,-87
188,1,94,30.3,60.0,33.25599999999999,-79
189,2,95,29.9,68.0,24.497999999999998,-79
190,1,95,28.3,71.0,17.951999999999998,-81
191,1,96,27.5,76.0,11.416,-76
192,2,96,28.2,65.0,23.466,-91
1,2,1,29.0,72.0,18.666,-72
2,1,1,29.7,67.0,19.558,-64
3,2,2,28.2,72.0,16.066,-72
4,1,2,32.8,61.0,23.338,-62
5,2,3,30.0,69.0,18.665999999999997,-72
6,1,3,34.1,61.0,21.701999999999998,-62
7,2,4,32.4,59.0,23.951999999999998,-75
8,1,4,36.7,52.0,25.503999999999998,-64
9,2,5,30.8,65.0,22.926,-71
10,1,5,35.9,51.0,19.645999999999997,-62
11,2,6,27.7,69.0,16.066,-72
12,1,6,32.6,59.0,21.701999999999998,-60
13,2,7,26.0,77.0,10.416,-74
14,1,7,30.6,65.0,17.948,-61
15,2,8,24.8,80.0,8.815999999999999,-74
16,1,8,29.7,67.0,19.558,-63
17,2,9,25.8,77.0,10.416,-77
18,1,9,30.0,68.0,19.558,-62
19,2,10,26.3,77.0,11.416,-72
20,1,10,29.9,67.0,19.558,-61
21,2,11,24.8,83.0,6.996,-72
22,1,11,28.1,73.0,19.558,-62
23,2,12,24.2,84.0,5.396,-72
24,1,12,26.9,77.0,19.558,-64
25,2,13,23.8,86.0,5.396,-69
26,1,13,26.7,78.0,10.616,-65
27,2,14,23.6,86.0,5.396,-70
28,1,14,26.4,78.0,10.616,-65
29,2,15,24.0,85.0,5.396,-69
30,1,15,26.1,80.0,10.616,-64
31,2,16,23.6,89.0,3.6,-69
32,1,16,24.5,85.0,5.396,-64
33,2,17,22.1,95.0,3.6,-70
34,1,17,23.8,88.0,3.6,-63
35,2,18,21.9,94.0,3.6,-70
36,1,18,23.2,91.0,3.6,-64
37,2,19,21.2,94.0,3.6,-71
38,1,19,22.6,95.0,3.6,-64
39,2,20,20.9,93.0,3.6,-71
40,1,20,22.5,94.0,3.6,-64
41,2,21,21.0,94.0,3.6,-72
42,1,21,22.0,95.0,3.6,-63
43,2,22,20.3,93.0,3.6,-72
44,1,22,21.8,94.0,3.6,-63
45,2,23,20.2,93.0,3.6,-73
46,1,23,21.4,94.0,3.6,-63
47,2,24,20.6,93.0,3.6,-73
48,1,24,21.7,94.0,3.6,-63
49,2,25,20.8,93.0,3.6,-74
50,1,25,22.0,95.0,3.6,-63
51,2,26,20.7,93.0,3.6,-74
52,1,26,22.1,95.0,3.6,-63
53,2,27,21.2,94.0,3.6,-74
54,1,27,22.1,95.0,3.6,-63
55,2,28,21.3,94.0,3.6,-73
56,1,28,22.1,95.0,3.6,-63
57,2,29,21.1,94.0,3.6,-74
58,1,29,22.1,95.0,3.6,-62
59,2,30,20.8,93.0,3.6,-74
60,1,30,22.1,95.0,3.6,-63
61,2,31,20.2,93.0,13.66,-74
62,1,31,21.7,94.0,3.6,-62
63,2,32,20.2,93.0,13.66,-74
64,1,32,21.6,94.0,3.6,-62
65,2,33,19.7,93.0,3.6,-72
66,1,33,21.1,94.0,3.6,-60
67,2,34,19.5,93.0,4.66,-74
68,1,34,21.0,94.0,3.6,-62
69,2,35,19.8,93.0,3.6,-73
70,1,35,21.1,94.0,3.6,-61
71,2,36,19.8,93.0,13.66,-74
72,1,36,21.1,94.0,3.6,-61
73,2,37,19.5,93.0,9.8,-75
74,1,37,21.0,94.0,3.6,-62
75,2,38,19.6,93.0,13.459999999999999,-76
76,1,38,21.1,94.0,3.6,-62
77,2,39,20.0,93.0,15.319999999999999,-75
78,1,39,20.9,93.0,3.6,-63
79,2,40,19.2,93.0,9.8,-75
80,1,40,21.0,94.0,3.6,-63
81,2,41,20.2,93.0,20.66,-76
82,1,41,22.1,95.0,3.6,-64
83,2,42,22.1,95.0,13.66,-76
84,1,42,24.0,93.0,3.6,-65
85,2,43,23.9,87.0,5.396,-73
86,1,43,25.7,86.0,7.016,-64
87,2,44,27.3,78.0,11.416,-73
88,1,44,29.0,78.0,19.558,-65
89,2,45,31.7,65.0,24.666,-75
90,1,45,31.1,70.0,19.558,-64
91,2,46,34.1,62.0,23.951999999999998,-73
92,1,46,31.3,69.0,19.558,-64
93,2,47,35.2,58.0,25.874000000000002,-72
94,1,47,32.8,64.0,25.558,-64
95,2,48,34.8,58.0,34.14,-76
96,1,48,33.8,58.0,37.69,-64
97,2,49,38.0,43.0,27.17,-74
98,1,49,39.7,45.0,30.25,-64
99,2,50,40.8,44.0,29.089999999999996,-70
100,1,50,39.1,42.0,17.34,-65
101,2,51,37.3,41.0,23.4,-70
102,1,51,41.7,37.0,18.19,-64
103,2,52,35.8,45.0,28.418,-70
104,1,52,41.3,33.0,13.72,-64
105,2,53,34.4,48.0,26.508,-71
106,1,53,39.8,39.0,12.52,-63
107,2,54,34.2,48.0,35.269999999999996,-76
108,1,54,44.8,30.0,10.6,-67
109,2,55,35.8,45.0,37.754,-78
110,1,55,41.4,33.0,6.32,-66
111,2,56,31.6,56.0,23.951999999999998,-74
112,1,56,37.6,40.0,4.05,-62
113,2,57,34.4,48.0,26.508,-71
114,1,57,42.6,34.0,14.228,-64
115,2,58,37.1,44.0,23.4,-68
116,1,58,41.8,33.0,14.228,-59
117,2,59,28.6,65.0,19.558,-67
118,1,59,27.5,72.0,19.558,-59
119,2,60,23.9,83.0,5.396,-67
120,1,60,26.3,78.0,19.558,-57
121,2,61,23.6,86.0,5.396,-71
122,1,61,25.6,79.0,10.616,-67
123,2,62,23.4,87.0,5.396,-73
124,1,62,26.3,83.0,8.815999999999999,-67
125,2,63,23.5,89.0,3.6,-75
126,1,63,25.6,84.0,7.016,-67
127,2,64,23.4,90.0,3.6,-74
128,1,64,24.8,87.0,5.396,-68
129,2,65,23.2,90.0,3.6,-75
130,1,65,24.2,89.0,3.6,-67
131,2,66,22.3,92.0,3.6,-74
132,1,66,23.9,91.0,3.6,-66
133,2,67,22.2,93.0,3.6,-74
134,1,67,23.7,92.0,3.6,-64
135,2,68,22.5,92.0,13.66,-76
136,1,68,23.9,91.0,3.6,-64
137,2,69,22.1,95.0,3.6,-67
138,1,69,23.6,93.0,3.6,-64
139,2,70,21.9,94.0,3.6,-72
140,1,70,23.6,93.0,3.6,-64
141,2,71,21.8,94.0,3.6,-74
142,1,71,23.5,93.0,3.6,-64
143,2,72,22.2,95.0,13.66,-75
144,1,72,23.6,94.0,3.6,-64
145,2,73,22.3,95.0,3.6,-74
146,1,73,23.6,94.0,3.6,-64
147,2,74,22.3,94.0,3.6,-71
148,1,74,23.1,94.0,3.6,-65
149,2,75,22.2,95.0,3.6,-72
150,1,75,22.7,95.0,3.6,-66
151,2,76,21.8,94.0,3.6,-73
152,1,76,23.2,94.0,3.6,-65
153,2,77,21.8,93.0,3.6,-68
154,1,77,22.9,95.0,3.6,-68
155,2,78,21.8,94.0,3.6,-74
156,1,78,22.7,95.0,3.6,-67
157,2,79,21.2,94.0,3.6,-72
158,1,79,21.9,94.0,3.6,-67
159,2,80,20.5,93.0,13.66,-75
160,1,80,21.6,94.0,3.6,-67
161,2,81,20.5,93.0,20.66,-76
162,1,81,21.4,94.0,3.6,-66
163,2,82,20.3,93.0,25.74,-78
164,1,82,21.2,94.0,3.6,-67
165,2,83,20.1,93.0,20.66,-76
166,1,83,21.0,94.0,3.6,-67
167,2,84,19.7,93.0,13.459999999999999,-76
168,1,84,20.8,93.0,3.6,-68
169,2,85,19.5,93.0,13.459999999999999,-76
170,1,85,20.9,93.0,3.6,-67
171,2,86,19.6,93.0,13.459999999999999,-76
172,1,86,20.8,93.0,3.6,-67
173,2,87,19.5,93.0,9.8,-75
174,1,87,21.0,94.0,3.6,-68
175,2,88,19.3,93.0,13.459999999999999,-76
176,1,88,21.0,94.0,3.6,-67
177,2,89,20.1,93.0,20.66,-76
178,1,89,21.6,94.0,3.6,-67
179,2,90,21.4,94.0,13.66,-76
180,1,90,22.4,95.0,3.6,-66
181,2,91,22.5,91.0,13.66,-76
182,1,91,23.5,90.0,3.6,-67
183,2,92,23.0,92.0,3.6,-75
184,1,92,24.1,89.0,3.6,-67
185,2,93,24.1,86.0,4.996,-76
186,1,93,24.7,87.0,5.396,-67
187,2,94,23.9,88.0,3.6,-73
188,1,94,26.1,84.0,7.215999999999999,-68
189,2,95,24.3,85.0,5.396,-74
190,1,95,27.3,80.0,10.616,-66
191,2,96,25.4,78.0,10.416,-73
192,1,96,27.8,77.0,19.558,-65
1,1,1,30.1,68.0,18.46,-86
2,2,1,28.3,71.0,21.528,-89
3,1,2,30.1,65.0,28.865999999999996,-78
4,2,2,28.2,72.0,21.528000000000002,-90
5,2,3,26.8,74.0,11.607999999999999,-87
6,1,3,32.1,59.0,30.75,-78
7,2,4,26.8,74.0,15.099999999999998,-89
8,1,4,31.0,63.0,33.25599999999999,-79
9,1,5,29.2,67.0,24.586,-78
10,2,5,24.9,78.0,12.994,-89
11,2,6,26.0,78.0,12.994,-89
12,1,6,29.5,68.0,24.586,-78
13,1,7,28.9,70.0,18.151999999999997,-80
14,2,7,25.1,79.0,12.379999999999999,-87
15,1,8,32.0,64.0,30.606,-77
16,2,8,27.2,76.0,11.608,-88
17,1,9,31.4,63.0,33.25599999999999,-79
18,2,9,27.1,71.0,11.608,-88
19,1,10,31.1,67.0,24.692,-77
20,2,10,26.9,77.0,16.894,-89
21,2,11,26.5,78.0,16.894,-90
22,1,11,31.2,67.0,28.865999999999996,-79
23,1,12,29.7,69.0,20.22,-78
24,2,12,26.7,78.0,16.894,-91
25,2,13,24.2,87.0,8.758,-94
26,1,13,27.1,77.0,9.236,-79
27,1,14,25.7,81.0,9.222,-79
28,2,14,24.1,88.0,9.442,-93
29,1,15,24.4,87.0,24.486,-79
30,2,15,23.6,89.0,12.2,-95
31,1,16,23.9,89.0,11.9,-80
32,2,16,23.0,90.0,25.4,-98
33,1,17,23.5,91.0,26.3,-81
34,2,17,22.3,94.0,43.7,-99
35,1,18,23.1,93.0,47.4,-81
36,2,18,22.3,93.0,56.2,-97
37,1,19,22.8,92.0,57.3,-79
38,2,19,21.4,94.0,77.59,-94
39,2,20,21.5,93.0,77.25,-94
40,1,20,22.4,94.0,76.06,-82
41,2,21,20.8,93.0,75.91,-96
42,1,21,22.1,95.0,69.29,-83
43,1,22,22.1,95.0,66.6,-86
44,2,22,20.7,93.0,64.67,-93
45,2,23,20.8,93.0,62.81,-91
46,1,23,22.2,94.0,58.56,-91
47,1,24,22.0,94.0,56.65,-88
48,2,24,20.3,93.0,54.74,-89
49,1,25,21.5,94.0,48.95,-89
50,2,25,20.3,93.0,48.6,-88
51,2,26,19.9,93.0,48.09,-88
52,1,26,21.2,94.0,47.89,-95
53,2,27,19.4,93.0,47.39,-88
54,1,27,21.1,94.0,41.98,-93
55,2,28,19.0,93.0,41.14,-88
56,1,28,20.6,93.0,36.49,-96
57,2,29,19.2,93.0,35.21,-87
58,1,29,20.5,93.0,29.96,-95
59,1,30,20.5,93.0,29.31,-95
60,2,30,19.0,93.0,24.37,-86
61,2,31,19.3,93.0,23.37,-86
62,1,31,20.4,93.0,23.3,-92
63,2,32,19.1,93.0,16.99,-86
64,1,32,20.1,93.0,15.97,-95
65,2,33,18.7,93.0,14.67,-87
66,1,33,20.1,93.0,14.55,-97
67,1,34,20.4,93.0,13.64,-97
68,2,34,18.9,93.0,12.48,-86
69,2,35,18.7,93.0,12.48,-87
70,1,35,20.0,93.0,11.16,-83
71,2,36,18.5,93.0,7.1,-87
72,1,36,19.8,93.0,5.2,-98
73,2,37,19.3,93.0,4.65,-87
74,1,37,20.5,93.0,3.72,-97
75,1,38,22.5,95.0,1.65,-89
76,2,38,20.6,93.0,26.542,-90
77,1,39,24.5,88.0,16.216,-85
78,2,39,22.2,95.0,50.044,-93
79,2,40,22.3,95.0,43.798,-96
80,1,40,26.1,83.0,7.356,-83
81,2,41,24.8,85.0,9.442,-93
82,1,41,28.6,77.0,15.266,-83
83,1,42,31.3,68.0,22.32,-82
84,2,42,27.5,75.0,16.894,-93
85,1,43,34.4,59.0,37.077999999999996,-79
86,2,43,32.4,68.0,28.078000000000003,-90
87,2,44,33.0,62.0,33.379999999999995,-88
88,1,44,38.1,52.0,42.98199999999999,-79
89,1,45,33.4,58.0,39.512,-80
90,2,45,28.6,69.0,15.266000000000002,-88
91,2,46,31.5,62.0,32.910000000000004,-86
92,1,46,38.0,47.0,39.814,-80
93,1,47,38.2,45.0,39.814,-80
94,2,47,32.1,61.0,33.379999999999995,-87
95,1,48,37.3,45.0,39.814,-80
96,2,48,31.0,62.0,25.622000000000003,-88
97,2,49,29.4,66.0,18.46,-87
98,1,49,35.2,50.0,30.866000000000003,-86
99,1,50,39.2,42.0,31.498,-82
100,2,50,31.2,63.0,29.026000000000003,-88
101,1,51,42.5,37.0,35.513999999999996,-81
102,2,51,31.9,58.0,30.338,-89
103,1,52,40.7,38.0,35.513999999999996,-80
104,2,52,31.8,63.0,25.622000000000003,-88
105,1,53,37.8,44.0,35.274,-83
106,2,53,29.7,66.0,20.53,-88
107,1,54,34.7,52.0,41.576,-83
108,2,54,28.8,68.0,23.466,-90
109,2,55,31.0,61.0,25.622000000000003,-88
110,1,55,38.9,42.0,35.513999999999996,-80
111,1,56,33.9,53.0,34.589999999999996,-81
112,2,56,28.1,70.0,21.528000000000002,-90
113,2,57,27.3,72.0,11.608,-88
114,1,57,32.0,59.0,30.75,-80
115,1,58,30.6,65.0,33.25599999999999,-79
116,2,58,26.5,78.0,16.894,-92
117,1,59,29.2,71.0,20.131999999999998,-79
118,2,59,26.7,79.0,15.151999999999997,-94
119,1,60,28.4,74.0,13.886,-79
120,2,60,26.2,82.0,21.274,-99
121,2,61,26.0,85.0,12.396,-84
122,1,61,27.8,77.0,11.416,-75
123,2,62,22.0,91.0,13.66,-77
124,1,62,22.1,90.0,3.6,-71
125,1,63,21.9,93.0,18.139999999999997,-77
126,2,63,21.4,92.0,21.4,-82
127,2,64,21.4,93.0,36.968,-85
128,1,64,21.9,94.0,45.662,-84
129,2,65,21.2,93.0,41.138,-89
130,1,65,21.3,94.0,36.968,-85
131,1,66,21.6,94.0,20.832,-99
132,2,66,21.0,94.0,41.138,-89
133,2,67,20.4,93.0,28.202000000000005,-91
134,1,67,21.9,93.0,37.19200000000001,-97
135,1,68,22.1,93.0,20.832,-101
136,2,68,20.0,93.0,28.594,-92
137,1,69,22.1,94.0,43.798,-96
138,2,69,20.5,93.0,28.806,-86
139,2,70,20.3,93.0,26.991999999999997,-99
140,1,70,22.1,93.0,41.29,-88
141,2,71,20.1,93.0,44.908,-93
142,1,71,21.9,94.0,45.662,-84
143,1,72,21.5,94.0,45.662,-83
144,2,72,19.9,93.0,28.594,-92
145,1,73,21.3,94.0,36.968,-85
146,2,73,20.1,93.0,45.556,-88
147,1,74,21.3,94.0,39.37,-89
148,2,74,20.1,93.0,20.832,-101
149,1,75,21.1,94.0,42.384,-86
150,2,75,20.7,93.0,43.076,-89
151,2,76,20.1,93.0,29.145999999999997,-96
152,1,76,21.3,94.0,45.662,-84
153,1,77,21.1,94.0,42.384,-86
154,2,77,20.0,93.0,26.991999999999997,-99
155,1,78,21.2,94.0,28.133999999999997,-85
156,2,78,20.2,93.0,26.991999999999997,-97
157,1,79,21.3,94.0,36.968,-85
158,2,79,20.0,93.0,26.991999999999997,-97
159,1,80,21.2,94.0,28.133999999999997,-85
160,2,80,19.5,93.0,26.991999999999997,-99
161,1,81,21.0,94.0,28.133999999999997,-85
162,2,81,19.5,93.0,26.991999999999997,-99
163,1,82,21.2,94.0,28.133999999999997,-85
164,2,82,19.3,93.0,26.991999999999997,-99
165,2,83,19.3,93.0,26.991999999999997,-100
166,1,83,21.2,94.0,28.133999999999997,-85
167,1,84,21.2,94.0,45.662,-84
168,2,84,19.4,93.0,26.991999999999997,-99
169,1,85,21.3,94.0,45.662,-84
170,2,85,19.5,93.0,26.991999999999997,-101
171,1,86,22.1,95.0,45.662,-84
172,2,86,19.8,93.0,26.991999999999997,-98
173,1,87,23.6,91.0,42.75000000000001,-84
174,2,87,21.3,94.0,37.192,-97
175,2,88,21.7,94.0,47.038000000000004,-95
176,1,88,24.5,86.0,16.216,-84
177,1,89,26.0,82.0,8.841999999999999,-85
178,2,89,23.1,91.0,34.44199999999999,-97
179,2,90,24.9,86.0,21.274,-96
180,1,90,27.4,78.0,9.908,-84
181,1,91,29.6,73.0,18.46,-84
182,2,91,26.0,84.0,21.274,-98
183,1,92,32.1,62.0,32.864,-83
184,2,92,27.5,77.0,16.627999999999997,-96
185,1,93,33.7,57.0,35.124,-84
186,2,93,28.3,72.0,19.116000000000003,-97
187,2,94,31.2,67.0,34.042,-95
188,1,94,35.6,50.0,30.866000000000003,-87
189,1,95,40.5,39.0,35.498,-93
190,2,95,33.1,62.0,32.43,-93
191,2,96,33.1,61.0,32.43,-93
192,1,96,42.0,36.0,35.498,-86
1,1,1,32.5,57.0,35.386,-86
2,2,1,33.0,56.0,37.254000000000005,-80
3,1,2,32.1,60.0,33.38,-88
4,2,2,30.7,67.0,24.7,-77
5,1,3,29.0,72.0,15.266,-88
6,2,3,27.9,69.0,16.065999999999995,-77
7,1,4,27.7,74.0,16.894,-90
8,2,4,27.9,76.0,16.066,-77
9,1,5,27.0,78.0,16.894,-89
10,2,5,26.6,80.0,10.416,-77
11,1,6,25.7,86.0,10.904,-87
12,2,6,25.7,83.0,8.815999999999999,-77
13,1,7,24.8,91.0,15.514000000000001,-88
14,2,7,24.9,87.0,4.996,-76
15,1,8,24.0,95.0,36.838,-86
16,2,8,23.9,89.0,3.6,-76
17,1,9,23.6,95.0,32.769999999999996,-87
18,2,9,23.8,90.0,14.459999999999999,-77
19,1,10,23.6,95.0,23.401999999999997,-89
20,2,10,23.9,91.0,13.66,-77
21,1,11,23.5,95.0,32.769999999999996,-88
22,2,11,23.1,91.0,13.66,-77
23,1,12,22.7,95.0,32.77,-87
24,2,12,22.9,93.0,23.479999999999997,-78
25,1,13,22.5,95.0,35.778000000000006,-93
26,2,13,22.9,93.0,23.479999999999997,-78
27,1,14,22.3,95.0,41.290000000000006,-89
28,2,14,22.4,93.0,23.479999999999997,-78
29,1,15,22.5,95.0,32.769999999999996,-89
30,2,15,22.7,95.0,13.66,-77
31,1,16,22.4,95.0,41.290000000000006,-89
32,2,16,22.5,94.0,25.74,-79
33,1,17,22.0,95.0,41.290000000000006,-88
34,2,17,22.2,95.0,25.74,-78
35,1,18,22.3,95.0,41.290000000000006,-88
36,2,18,22.2,95.0,46.086,-81
37,1,19,22.6,95.0,32.77,-88
38,2,19,22.3,95.0,25.74,-79
39,1,20,22.6,95.0,32.77,-87
40,2,20,22.5,95.0,25.74,-79
41,1,21,22.5,95.0,41.83,-87
42,2,21,22.4,95.0,32.126,-80
43,1,22,22.3,95.0,41.290000000000006,-89
44,2,22,22.4,95.0,32.126,-80
45,1,23,22.3,95.0,41.290000000000006,-88
46,2,23,21.9,94.0,21.3,-80
47,1,24,22.4,95.0,52.286,-95
48,2,24,22.2,95.0,31.659999999999997,-80
49,1,25,22.4,95.0,41.83,-87
50,2,25,22.3,95.0,46.086000000000006,-81
51,1,26,22.7,95.0,45.967999999999996,-86
52,2,26,22.5,95.0,32.126,-80
53,1,27,22.7,95.0,32.77,-87
54,2,27,22.2,95.0,57.07000000000001,-82
55,1,28,22.5,95.0,32.769999999999996,-89
56,2,28,22.0,95.0,37.28,-81
57,1,29,22.8,95.0,12.081999999999999,-90
58,2,29,22.4,95.0,49.618,-82
59,1,30,23.3,95.0,32.769999999999996,-88
60,2,30,22.8,95.0,46.086,-81
