Measurenent,Id_sensor,Number_data,Temperature,Humidity,Soil_humidity,Rssi
153,2,77,21.8,93.0,0.0,-68
154,1,77,22.9,95.0,0.0,-68
155,2,78,21.8,94.0,0.0,-74
156,1,78,22.7,95.0,0.0,-67
157,2,79,21.2,94.0,0.0,-72
158,1,79,21.9,94.0,0.0,-67
159,2,80,20.5,93.0,0.0,-75
160,1,80,21.6,94.0,0.0,-67
161,2,81,20.5,93.0,0.0,-76
162,1,81,21.4,94.0,0.0,-66
163,2,82,20.3,93.0,0.0,-78
164,1,82,21.2,94.0,0.0,-67
165,2,83,20.1,93.0,0.0,-76
166,1,83,21.0,94.0,0.0,-67
167,2,84,19.7,93.0,0.0,-76
168,1,84,20.8,93.0,0.0,-68
169,2,85,19.5,93.0,0.0,-76
170,1,85,20.9,93.0,0.0,-67
171,2,86,19.6,93.0,0.0,-76
172,1,86,20.8,93.0,0.0,-67
173,2,87,19.5,93.0,0.0,-75
174,1,87,21.0,94.0,0.0,-68
175,2,88,19.3,93.0,0.0,-76
176,1,88,21.0,94.0,0.0,-67
177,2,89,20.1,93.0,0.0,-76
178,1,89,21.6,94.0,0.0,-67
179,2,90,21.4,94.0,0.0,-76
180,1,90,22.4,95.0,0.0,-66
181,2,91,22.5,91.0,0.0,-76
182,1,91,23.5,90.0,0.0,-67
183,2,92,23.0,92.0,0.0,-75
184,1,92,24.1,89.0,0.0,-67
185,2,93,24.1,86.0,0.0,-76
186,1,93,24.7,87.0,0.0,-67
187,2,94,23.9,88.0,0.0,-73
188,1,94,26.1,84.0,0.0,-68
189,2,95,24.3,85.0,0.0,-74
190,1,95,27.3,80.0,0.0,-66
191,2,96,25.4,78.0,0.0,-73
192,1,96,27.8,77.0,0.0,-65
